chem_name,tox_class,score,n_refs,ref_list,ptx_code
Tenofovir Monohydrate ,nephrotoxicity,5.45,291,"19696652,23951362,18573931,29683992,29334883,19005305,28406595,26760455,16306034,22370968,28404091,36146985,30448598,23883141,19265350,19334328,28784698,35123081,16356579,35614021,21751874,16011534,27459733,21694884,33066744,19667288,29980578,22759796,22069672,19642243,17367261,28671790,28403627,22728488,31939539,21407815,19473619,30922593,27571496,21403643,15948869,19582894,19459988,26401025,28719505,26612609,35220649,16868451,21453205,28403692,33136729,27658870,28540990,27478997,16518963,28282247,16837073,22112365,17589197,22703627,17127826,34464999,33422162,28650379,21799928,23818285,19776778,15914676,24615786,17376791,26762990,26651337,22849961,25672029,30640204,27809359,21572304,27438578,28885375,30120841,28904656,12460055,19399802,31331365,23744810,27133890,31996094,36102034,23970775,14557287,16815236,27029778,17574807,24147545,17502722,26148204,30689937,35709777,26119851,27560968,22507876,25048368,27377911,26008219,20005491,22551561,26825033,16038754,19425198,27122594,26378193,20859083,31154657,25861908,18563054,22120479,28067119,23957306,27613487,23716900,33146023,27017518,20673002,17803878,29210830,26538525,23380733,30326737,26621951,19001108,20811330,22242973,26919734,22136504,21911980,31626130,28932931,23430209,27219131,35056361,18067059,21860787,27287300,28078289,20173649,23467792,31385682,27424704,31749296,36269614,16773419,36654930,34419091,21199525,20384533,18841401,28397817,24102663,23920225,12523458,28257038,32820829,19183077,21830636,31280390,27907972,23525032,21317581,18838746,19825144,17323508,21528939,12684922,17117909,33493393,18690961,34459469,30246898,21346511,11563082,15633256,30672363,33890817,28025475,15060449,27553871,21212689,23839869,17503745,22294158,25259702,25784440,15325433,28160772,31427111,28403027,27332746,19842939,17646420,29225131,16798620,18825719,29140230,26228957,19783343,29766745,16053398,15861345,32936106,29767638,27498720,17597712,31060115,33249630,14689363,26055419,19209091,29020764,21808434,19195438,18260800,23980564,29980192,28087953,36397681,24958564,35271825,16619164,28167562,22716111,24299322,21531328,31838002,19561425,25433663,33722684,25412689,29156043,26558723,23691697,17545703,23322999,35209929,27190354,18728842,31995556,35139993,33612018,15040657,32065713,31987729,28632758,12495304,26636928,25821963,22878694,32838719,18924648,25735716,27198929,21716719,24225381,17372702,32787843,22804338,20149322,34137140,21073439,27899301,12811231,22096391,28991887,19195433,34252117,27465879,21435764,31044748,19274046,21646902,25247583,18373879,28683720,15287389,29500080,27067552,23739150,21076445,27753647,22131986,27130284,34029751",
Terbutryn,genotoxicity,4.18,4,"10708972,11812643,17908297,11201052",PTX205
Testosterone,genotoxicity,-0.52,89,"20067217,16818251,14555193,18522717,25720297,30040958,20026162,12475390,31771500,14698414,19680455,18331653,23474392,19958772,12694747,12953742,17436329,22889898,19639176,30877616,20658732,12787915,9111603,21941606,22272001,18325085,22279418,8841488,28554659,19673099,16093400,28167441,18347083,17764006,25344432,33831471,22175647,15618652,25910915,19736233,8076372,10188198,11682638,20817254,11311483,15125692,12460902,18087587,16818242,14729019,8424814,17456577,34380069,16793327,2540752,8480329,22096084,7728979,1833765,18069048,17261765,9673113,25058030,18569160,20959722,2271712,2137028,1561629,17141554,22459607,14577831,17855713,20423814,14755680,22058015,9198005,20011461,30030102,31621018,22272032,2512003,28545014,33051752,21768606,17360155,18381236,9679565,12778319,25846364",PTX121
Tetracycline hydrochloride,hepatotoxicity,1.79,41,"790035,6696402,4039911,24489787,25272938,6486755,18823438,29595093,35901559,16538043,17875115,302572,17202758,16917069,4590715,14260641,14262279,570169,12879990,16141655,30714529,14211749,22233750,16538041,21612156,1001294,19463838,15660114,23956101,20829430,17522070,20843939,22931300,22331495,24535564,25064622,27765674,18524759,27089845,20553011,25663337",PTX063
Tetraethylthiuram disulfide,hepatotoxicity,3.99,42,"25004669,8679019,3787626,6324415,9833921,3628479,16937512,23956101,7403258,3895272,3683093,3412978,14525732,20843939,3440439,2667530,7890903,7028794,6527401,21540358,2886311,8404476,2992895,411197,28102089,9671344,3413028,22931300,1850173,2688328,871808,3053669,480979,1200504,18752862,27973926,449328,8620575,2058179,8162670,16487618,24085192",PTX092
Thiabendazole,genotoxicity,2.34,17,"25308540,16930478,19747535,16765631,3574333,17361554,20938648,3543669,12697061,11226373,12160896,16489577,12298281,15905048,20967229,30784966,9465930",PTX212
Thiacloprid,genotoxicity,4.09,9,"32118477,31533058,36052857,31400412,26273754,22730181,22545045,21786385,33211291",
Thiamethoxam,neurotoxicity,3.75,15,"35650526,26990785,36155223,29427810,30358909,35351619,28942278,36356732,22393406,29480347,30419375,26513508,34678628,36508784,36507940",PTX089
Tigecycline,nephrotoxicity,1.75,8,"21477703,26934182,21407003,31377765,25793437,24583855,31355341,29069421",PTX069
Tiratricol,cardiotoxicity,2.94,1,12699376,PTX118
Tramadol hydrochloride,neurotoxicity,2.18,25,"23843224,18647797,34051813,31721720,14519944,36581402,27641627,21431057,35808942,32526246,16615669,12790214,35829998,22983066,27317026,20466223,34954113,15812264,23698496,29433564,28757160,22507199,35976555,24534592,33276071",PTX222
Triadimenol,genotoxicity,2.26,2,"8952709,7510838",PTX025
Triamterene,nephrotoxicity,1.69,5,"22460395,3780069,23958399,6589647,6949485",PTX180
Tributyltin chloride,immunotoxicity,7.38,43,"27133438,21367656,1761797,16054656,9504967,30502697,2466803,11896664,33007597,2655175,15276321,24573671,8470116,20488199,1388010,17498819,2241174,20885080,9176554,14667468,31401084,27987418,14687978,28222863,11908938,19721355,25542143,8048049,15114664,11991632,17702338,7755401,11453724,15223264,11443370,24055755,9626551,17092623,17965975,14667469,10433842,20609378,28900851",PTX043
Trichlorfon,neurotoxicity,3.42,17,"32814146,9513919,30550875,7344417,10509429,30599431,499029,6733596,7182609,18569613,27939611,7387390,9268605,25164203,10706244,6860140,31884009",PTX077
Triethyltin bromide,neurotoxicity,6.76,4,"7290284,6479276,4080061,17632591",PTX081
Triphenyl phosphate,neurotoxicity,5.31,19,"27146889,36562586,33189059,32402876,22750351,34562708,36369782,35007605,33078273,30096480,26552522,30251850,32443258,30312655,26344674,32243540,35752650,36427757,36657258",PTX133
Tris(2-chloroisopropyl)phosphate,genotoxicity,4.79,2,"33641188,23017583",
Valproic acid,hepatotoxicity,5.52,357,"11502730,7548749,22533937,10321796,119151,6791048,6425047,15858223,35747443,6811395,25302991,23792104,8839057,6094147,3922822,3102219,11839873,18201150,17168987,6780925,7925143,35253521,8809226,19280426,1628592,11460259,12475192,17053827,3093358,17199028,6777157,3939742,23640149,8681902,6150774,9029053,3932513,35011339,7980539,9821988,16055160,11376200,8576567,28646254,9175586,21454832,9201347,8884168,1534366,31009705,22889891,3131043,1502010,32877431,11130937,8370349,31541998,6141357,19239041,25168794,12060006,1733752,8956852,6427299,14580788,6437960,2118134,12699868,29494435,19854160,1758143,35392666,8156045,35430391,11768270,28745680,15215557,3933110,2979731,12894087,18208989,20388938,29783990,29214384,12614387,22531971,16787750,33915122,3124828,25988394,15021860,1425492,6103126,25444248,22055352,17994680,2947142,8232957,19830722,32139333,3922660,11212363,22003123,34625331,8799319,7905390,15647953,6138013,11015639,15858222,3939748,28112972,17040368,11737171,9834471,10424764,21083304,25147275,20513011,20371285,24535564,17412645,3098946,14685007,16277730,18237476,7672665,19641884,22915484,19754465,10852092,26420750,21227905,32879081,12071334,3121292,17963808,30503838,11092611,3113926,34718827,17496767,8614514,18155166,16842952,33688502,28992869,12644750,2290919,22940460,28273397,21349718,17917551,11765305,3131628,6411094,27483368,19440247,20861068,31628911,3102998,3091053,31120577,24733439,381698,24442146,1514659,17873515,17145692,15997234,6437961,3137018,17986647,6142383,3114876,1811959,31658868,8797803,19128756,7925144,23543036,25152329,25605636,1493781,18344455,30255931,21038416,2867888,8115437,33756270,2002205,10695824,3934460,8085069,24489787,32496438,1761843,16890251,6441315,11264687,30925397,12387752,35543257,10518650,17493839,7635145,1743173,28878340,17322992,3146709,17845866,17055186,21175036,6791053,2494154,6437962,24114766,1914428,1676665,36229318,1304235,18671279,8168173,6410977,3925601,22342442,7650693,34032977,17241210,1729767,30422963,17292431,31624995,3084712,12221238,21115105,32686964,3092003,10403231,6428980,23819490,2880197,21571092,9316822,31914696,21248613,20602621,31734319,3146220,24450420,7939085,20138553,23324142,28366540,1606338,3093213,12015170,3927267,21157986,1491708,8453944,1901443,10989947,10030429,19877649,12396903,35313886,8119269,25745980,21492891,16997532,15483197,19605889,21544075,12867285,11714207,17046167,1733753,6788635,36058508,21469507,21376637,12456539,1502007,3116453,34803013,28124216,2113424,20337505,17201699,30631023,24476311,6435012,10962217,3939614,30931853,3934853,17306079,28205314,30273971,18375641,1872899,15294003,1350534,12856823,24800341,2119269,25086301,33315275,3137017,1471867,20843939,20553011,18827862,19173214,21686371,22331495,17173601,27160211,17654398,16504461,28762043,16096883,14596657,18341684,21105289,21039766,18798340,20413803,12603798,22537903,22931300,14511902,21386809,22133982,27089845,14986274,27765674,19262596,21274758,26560050,24085192,25064622,16190747,17662147,21994861,21321060,19949568,22271975,22666603,28138970,12016548,26921665,21225242,15390328,8398372,21234410",PTX037
Verapamil hydrochloride,cardiotoxicity,3.94,118,"19706166,15920678,10699357,22220227,6640427,2463714,741,3559654,10326630,9693756,10844108,4403294,22921427,8648372,19462923,29274391,3193487,27012816,12213994,20122949,32519553,31988308,22701146,20691599,18346055,21258839,2182448,2253744,17267527,8353104,31535848,1481442,7187774,9626462,3420140,22615365,31846891,20112819,22338033,34825519,26226503,23307606,26553277,8246150,1854657,16529545,12569305,24052561,27191126,3578966,9184818,29069937,2041381,21756913,11758760,14976858,8402643,22130107,3756991,23724791,2342132,21362439,3664935,11709193,21833176,12897809,7636536,11724091,7971744,20552063,30429978,28717111,3468898,23589316,26878482,6856096,21634011,17557149,22027094,7131618,23178276,3670797,16220797,6489194,8267811,17766009,1128824,18798483,12642473,2772843,1988684,22615792,19845549,2206948,19524606,2865830,23519760,7913658,1433347,2278719,23708811,19596060,19825411,36070668,19918574,4042115,19307737,12687290,17727798,35781252,17367544,2633156,32640352,10613599,9539608,21263316,26259608,30562027",PTX038
Vinclozolin,genotoxicity,3.97,12,"22417675,28987565,17680492,17185266,9726001,8952709,15979257,20107585,19690995,9707097,15626647,16818242",PTX117
"[4-Chloro-6-(2,3-xylidino)-2-pyrimidinylthio]acetic acid",genotoxicity,3.52,17,"11330050,22539621,35690182,20127075,26198647,25058030,15018150,21873647,23153559,3383337,15890375,2457433,20007298,22484513,25270620,7857696,7681523",PTX003
